Grade;first_exam;second_exam;total;exam_year;exam_semester;exam_number;course;degree
1,7;0;1;1;2018;Sommersemester;333223005;Informationsökonomik;Bachelor
2,0;0;0;0;2018;Sommersemester;333223005;Informationsökonomik;Bachelor
2,3;0;0;0;2018;Sommersemester;333223005;Informationsökonomik;Bachelor
2,7;0;2;2;2018;Sommersemester;333223005;Informationsökonomik;Bachelor
3,0;0;2;2;2018;Sommersemester;333223005;Informationsökonomik;Bachelor
3,3;0;1;1;2018;Sommersemester;333223005;Informationsökonomik;Bachelor
3,7;0;0;0;2018;Sommersemester;333223005;Informationsökonomik;Bachelor
4,0;0;0;0;2018;Sommersemester;333223005;Informationsökonomik;Bachelor
5,0;3;5;8;2018;Sommersemester;333223005;Informationsökonomik;Bachelor
1,0;7;3;10;2018;Sommersemester;333222007;Internationale Rechnungslegung nach IFRS;Bachelor
1,3;4;5;9;2018;Sommersemester;333222007;Internationale Rechnungslegung nach IFRS;Bachelor
1,7;6;2;8;2018;Sommersemester;333222007;Internationale Rechnungslegung nach IFRS;Bachelor
2,0;4;2;6;2018;Sommersemester;333222007;Internationale Rechnungslegung nach IFRS;Bachelor
2,3;1;2;3;2018;Sommersemester;333222007;Internationale Rechnungslegung nach IFRS;Bachelor
2,7;0;2;2;2018;Sommersemester;333222007;Internationale Rechnungslegung nach IFRS;Bachelor
3,0;0;2;2;2018;Sommersemester;333222007;Internationale Rechnungslegung nach IFRS;Bachelor
3,3;1;2;3;2018;Sommersemester;333222007;Internationale Rechnungslegung nach IFRS;Bachelor
3,7;2;1;3;2018;Sommersemester;333222007;Internationale Rechnungslegung nach IFRS;Bachelor
4,0;0;0;0;2018;Sommersemester;333222007;Internationale Rechnungslegung nach IFRS;Bachelor
5,0;4;9;13;2018;Sommersemester;333222007;Internationale Rechnungslegung nach IFRS;Bachelor
1,0;17;3;20;2018;Sommersemester;333210012;Makroökonomik B;Bachelor
1,3;8;4;12;2018;Sommersemester;333210012;Makroökonomik B;Bachelor
1,7;14;1;15;2018;Sommersemester;333210012;Makroökonomik B;Bachelor
2,0;15;5;20;2018;Sommersemester;333210012;Makroökonomik B;Bachelor
2,3;10;1;11;2018;Sommersemester;333210012;Makroökonomik B;Bachelor
2,7;14;7;21;2018;Sommersemester;333210012;Makroökonomik B;Bachelor
3,0;7;5;12;2018;Sommersemester;333210012;Makroökonomik B;Bachelor
3,3;5;4;9;2018;Sommersemester;333210012;Makroökonomik B;Bachelor
3,7;9;8;17;2018;Sommersemester;333210012;Makroökonomik B;Bachelor
4,0;17;21;38;2018;Sommersemester;333210012;Makroökonomik B;Bachelor
5,0;12;21;33;2018;Sommersemester;333210012;Makroökonomik B;Bachelor
1,0;9;1;10;2018;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
1,3;1;0;1;2018;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
1,7;5;0;5;2018;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
2,0;4;0;4;2018;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
2,3;;1;1;2018;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
2,7;1;1;2;2018;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
3,0;3;1;4;2018;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
3,3;1;2;3;2018;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
3,7;4;1;5;2018;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
4,0;1;1;2;2018;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
5,0;10;19;29;2018;Sommersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
1,0;4;2;6;2018;Sommersemester;333210014;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
1,3;5;5;10;2018;Sommersemester;333210014;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
1,7;7;2;9;2018;Sommersemester;333210014;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
2,0;9;2;11;2018;Sommersemester;333210014;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
2,3;5;3;8;2018;Sommersemester;333210014;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
2,7;10;5;15;2018;Sommersemester;333210014;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
3,0;10;4;14;2018;Sommersemester;333210014;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
3,3;18;6;24;2018;Sommersemester;333210014;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
3,7;15;6;21;2018;Sommersemester;333210014;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
4,0;5;9;14;2018;Sommersemester;333210014;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
5,0;38;31;69;2018;Sommersemester;333210014;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
1,0;7;2;9;2018;Sommersemester;333210009;Mikroökonomik A;Bachelor
1,3;13;1;14;2018;Sommersemester;333210009;Mikroökonomik A;Bachelor
1,7;7;1;8;2018;Sommersemester;333210009;Mikroökonomik A;Bachelor
2,0;10;2;12;2018;Sommersemester;333210009;Mikroökonomik A;Bachelor
2,3;6;0;6;2018;Sommersemester;333210009;Mikroökonomik A;Bachelor
2,7;9;2;11;2018;Sommersemester;333210009;Mikroökonomik A;Bachelor
3,0;10;2;12;2018;Sommersemester;333210009;Mikroökonomik A;Bachelor
3,3;18;4;22;2018;Sommersemester;333210009;Mikroökonomik A;Bachelor
3,7;12;0;12;2018;Sommersemester;333210009;Mikroökonomik A;Bachelor
4,0;25;14;39;2018;Sommersemester;333210009;Mikroökonomik A;Bachelor
5,0;74;35;109;2018;Sommersemester;333210009;Mikroökonomik A;Bachelor
1,0;2;0;2;2018;Sommersemester;333223006;Nichtparametrische Statistik;Bachelor
1,3;0;3;3;2018;Sommersemester;333223006;Nichtparametrische Statistik;Bachelor
1,7;1;1;2;2018;Sommersemester;333223006;Nichtparametrische Statistik;Bachelor
2,0;0;0;0;2018;Sommersemester;333223006;Nichtparametrische Statistik;Bachelor
2,3;0;2;2;2018;Sommersemester;333223006;Nichtparametrische Statistik;Bachelor
2,7;0;1;1;2018;Sommersemester;333223006;Nichtparametrische Statistik;Bachelor
3,0;0;0;0;2018;Sommersemester;333223006;Nichtparametrische Statistik;Bachelor
3,3;0;0;0;2018;Sommersemester;333223006;Nichtparametrische Statistik;Bachelor
3,7;0;0;0;2018;Sommersemester;333223006;Nichtparametrische Statistik;Bachelor
4,0;0;0;0;2018;Sommersemester;333223006;Nichtparametrische Statistik;Bachelor
5,0;3;0;3;2018;Sommersemester;333223006;Nichtparametrische Statistik;Bachelor
1,0;6;1;7;2018;Sommersemester;333222004;Personalökonomik;Bachelor
1,3;5;1;6;2018;Sommersemester;333222004;Personalökonomik;Bachelor
1,7;2;2;4;2018;Sommersemester;333222004;Personalökonomik;Bachelor
2,0;4;1;5;2018;Sommersemester;333222004;Personalökonomik;Bachelor
2,3;6;2;8;2018;Sommersemester;333222004;Personalökonomik;Bachelor
2,7;3;2;5;2018;Sommersemester;333222004;Personalökonomik;Bachelor
3,0;3;4;7;2018;Sommersemester;333222004;Personalökonomik;Bachelor
3,3;4;2;6;2018;Sommersemester;333222004;Personalökonomik;Bachelor
3,7;1;3;4;2018;Sommersemester;333222004;Personalökonomik;Bachelor
4,0;1;4;5;2018;Sommersemester;333222004;Personalökonomik;Bachelor
5,0;15;14;29;2018;Sommersemester;333222004;Personalökonomik;Bachelor
1,0;5;3;8;2018;Sommersemester;333222006;Unternehmensplanung;Bachelor
1,3;2;1;3;2018;Sommersemester;333222006;Unternehmensplanung;Bachelor
1,7;1;1;2;2018;Sommersemester;333222006;Unternehmensplanung;Bachelor
2,0;1;2;3;2018;Sommersemester;333222006;Unternehmensplanung;Bachelor
2,3;7;1;8;2018;Sommersemester;333222006;Unternehmensplanung;Bachelor
2,7;4;2;6;2018;Sommersemester;333222006;Unternehmensplanung;Bachelor
3,0;2;1;3;2018;Sommersemester;333222006;Unternehmensplanung;Bachelor
3,3;1;1;2;2018;Sommersemester;333222006;Unternehmensplanung;Bachelor
3,7;0;1;1;2018;Sommersemester;333222006;Unternehmensplanung;Bachelor
4,0;1;0;1;2018;Sommersemester;333222006;Unternehmensplanung;Bachelor
5,0;12;24;36;2018;Sommersemester;333222006;Unternehmensplanung;Bachelor
1,0;2;0;2;2018;Sommersemester;333221019;Wirtschaftsgeschichte;Bachelor
1,3;0;1;1;2018;Sommersemester;333221019;Wirtschaftsgeschichte;Bachelor
1,7;1;0;1;2018;Sommersemester;333221019;Wirtschaftsgeschichte;Bachelor
2,0;1;3;4;2018;Sommersemester;333221019;Wirtschaftsgeschichte;Bachelor
2,3;0;1;1;2018;Sommersemester;333221019;Wirtschaftsgeschichte;Bachelor
2,7;1;4;5;2018;Sommersemester;333221019;Wirtschaftsgeschichte;Bachelor
3,0;0;3;3;2018;Sommersemester;333221019;Wirtschaftsgeschichte;Bachelor
3,3;1;0;1;2018;Sommersemester;333221019;Wirtschaftsgeschichte;Bachelor
3,7;0;2;2;2018;Sommersemester;333221019;Wirtschaftsgeschichte;Bachelor
4,0;2;0;2;2018;Sommersemester;333221019;Wirtschaftsgeschichte;Bachelor
5,0;3;3;6;2018;Sommersemester;333221019;Wirtschaftsgeschichte;Bachelor
1,0;0;0;0;2018;Sommersemester;333221010;Wirtschafts- und Finanzpolitik;Bachelor
1,3;2;1;3;2018;Sommersemester;333221010;Wirtschafts- und Finanzpolitik;Bachelor
1,7;2;0;2;2018;Sommersemester;333221010;Wirtschafts- und Finanzpolitik;Bachelor
2,0;1;0;1;2018;Sommersemester;333221010;Wirtschafts- und Finanzpolitik;Bachelor
2,3;5;1;6;2018;Sommersemester;333221010;Wirtschafts- und Finanzpolitik;Bachelor
2,7;1;0;1;2018;Sommersemester;333221010;Wirtschafts- und Finanzpolitik;Bachelor
3,0;2;2;4;2018;Sommersemester;333221010;Wirtschafts- und Finanzpolitik;Bachelor
3,3;1;1;2;2018;Sommersemester;333221010;Wirtschafts- und Finanzpolitik;Bachelor
3,7;1;2;3;2018;Sommersemester;333221010;Wirtschafts- und Finanzpolitik;Bachelor
4,0;1;2;3;2018;Sommersemester;333221010;Wirtschafts- und Finanzpolitik;Bachelor
5,0;11;2;13;2018;Sommersemester;333221010;Wirtschafts- und Finanzpolitik;Bachelor
1,0;19;;19;2018;Sommersemester;333210050;Wissenschaftliches Arbeiten;Bachelor
1,3;30;;30;2018;Sommersemester;333210050;Wissenschaftliches Arbeiten;Bachelor
1,7;34;;34;2018;Sommersemester;333210050;Wissenschaftliches Arbeiten;Bachelor
2,0;18;;18;2018;Sommersemester;333210050;Wissenschaftliches Arbeiten;Bachelor
2,3;5;;5;2018;Sommersemester;333210050;Wissenschaftliches Arbeiten;Bachelor
2,7;3;;3;2018;Sommersemester;333210050;Wissenschaftliches Arbeiten;Bachelor
3,0;0;;0;2018;Sommersemester;333210050;Wissenschaftliches Arbeiten;Bachelor
3,3;0;;0;2018;Sommersemester;333210050;Wissenschaftliches Arbeiten;Bachelor
3,7;1;;1;2018;Sommersemester;333210050;Wissenschaftliches Arbeiten;Bachelor
4,0;0;;0;2018;Sommersemester;333210050;Wissenschaftliches Arbeiten;Bachelor
5,0;6;;6;2018;Sommersemester;333210050;Wissenschaftliches Arbeiten;Bachelor
1,0;1;0;1;2018;Sommersemester;333223004;Zeitreihenanalyse;Bachelor
1,3;0;0;0;2018;Sommersemester;333223004;Zeitreihenanalyse;Bachelor
1,7;0;1;1;2018;Sommersemester;333223004;Zeitreihenanalyse;Bachelor
2,0;0;0;0;2018;Sommersemester;333223004;Zeitreihenanalyse;Bachelor
2,3;1;0;1;2018;Sommersemester;333223004;Zeitreihenanalyse;Bachelor
2,7;1;2;3;2018;Sommersemester;333223004;Zeitreihenanalyse;Bachelor
3,0;0;0;0;2018;Sommersemester;333223004;Zeitreihenanalyse;Bachelor
3,3;0;0;0;2018;Sommersemester;333223004;Zeitreihenanalyse;Bachelor
3,7;0;0;0;2018;Sommersemester;333223004;Zeitreihenanalyse;Bachelor
4,0;0;0;0;2018;Sommersemester;333223004;Zeitreihenanalyse;Bachelor
5,0;3;2;5;2018;Sommersemester;333223004;Zeitreihenanalyse;Bachelor
1,0;1;1;2;2018;Sommersemester;332224029;Banking and Securitization;Master
1,3;1;0;1;2018;Sommersemester;332224029;Banking and Securitization;Master
1,7;3;0;3;2018;Sommersemester;332224029;Banking and Securitization;Master
2,0;0;0;0;2018;Sommersemester;332224029;Banking and Securitization;Master
2,3;3;0;3;2018;Sommersemester;332224029;Banking and Securitization;Master
2,7;2;2;4;2018;Sommersemester;332224029;Banking and Securitization;Master
3,0;4;0;4;2018;Sommersemester;332224029;Banking and Securitization;Master
3,3;1;1;2;2018;Sommersemester;332224029;Banking and Securitization;Master
3,7;1;2;3;2018;Sommersemester;332224029;Banking and Securitization;Master
4,0;0;1;1;2018;Sommersemester;332224029;Banking and Securitization;Master
5,0;9;2;11;2018;Sommersemester;332224029;Banking and Securitization;Master
1,0;6;3;9;2018;Sommersemester;332223019;Behavioral Economics;Master
1,3;3;1;4;2018;Sommersemester;332223019;Behavioral Economics;Master
1,7;1;1;2;2018;Sommersemester;332223019;Behavioral Economics;Master
2,0;2;1;3;2018;Sommersemester;332223019;Behavioral Economics;Master
2,3;0;1;1;2018;Sommersemester;332223019;Behavioral Economics;Master
2,7;2;1;3;2018;Sommersemester;332223019;Behavioral Economics;Master
3,0;2;1;3;2018;Sommersemester;332223019;Behavioral Economics;Master
3,3;0;0;0;2018;Sommersemester;332223019;Behavioral Economics;Master
3,7;2;4;6;2018;Sommersemester;332223019;Behavioral Economics;Master
4,0;3;1;4;2018;Sommersemester;332223019;Behavioral Economics;Master
5,0;16;13;29;2018;Sommersemester;332223019;Behavioral Economics;Master
1,0;1;1;2;2018;Sommersemester;332230004;Computational Statistics;Master
1,3;3;2;5;2018;Sommersemester;332230004;Computational Statistics;Master
1,7;0;1;1;2018;Sommersemester;332230004;Computational Statistics;Master
2,0;0;2;2;2018;Sommersemester;332230004;Computational Statistics;Master
2,3;0;2;2;2018;Sommersemester;332230004;Computational Statistics;Master
2,7;1;0;1;2018;Sommersemester;332230004;Computational Statistics;Master
3,0;0;0;0;2018;Sommersemester;332230004;Computational Statistics;Master
3,3;0;0;0;2018;Sommersemester;332230004;Computational Statistics;Master
3,7;0;1;1;2018;Sommersemester;332230004;Computational Statistics;Master
4,0;2;0;2;2018;Sommersemester;332230004;Computational Statistics;Master
5,0;3;1;4;2018;Sommersemester;332230004;Computational Statistics;Master
1,0;;;3;2018;Sommersemester;332222007;Dynamic Macroeconomics;Master
1,3;;;0;2018;Sommersemester;332222007;Dynamic Macroeconomics;Master
1,7;;;0;2018;Sommersemester;332222007;Dynamic Macroeconomics;Master
2,0;;;1;2018;Sommersemester;332222007;Dynamic Macroeconomics;Master
2,3;;;2;2018;Sommersemester;332222007;Dynamic Macroeconomics;Master
2,7;;;3;2018;Sommersemester;332222007;Dynamic Macroeconomics;Master
3,0;;;0;2018;Sommersemester;332222007;Dynamic Macroeconomics;Master
3,3;;;0;2018;Sommersemester;332222007;Dynamic Macroeconomics;Master
3,7;;;0;2018;Sommersemester;332222007;Dynamic Macroeconomics;Master
4,0;;;1;2018;Sommersemester;332222007;Dynamic Macroeconomics;Master
5,0;;;6;2018;Sommersemester;332222007;Dynamic Macroeconomics;Master
1,0;1;0;1;2018;Sommersemester;332221011;Dynamic Methods and Applications;Master
1,3;0;0;0;2018;Sommersemester;332221011;Dynamic Methods and Applications;Master
1,7;1;0;1;2018;Sommersemester;332221011;Dynamic Methods and Applications;Master
2,0;1;0;1;2018;Sommersemester;332221011;Dynamic Methods and Applications;Master
2,3;2;0;2;2018;Sommersemester;332221011;Dynamic Methods and Applications;Master
2,7;1;0;1;2018;Sommersemester;332221011;Dynamic Methods and Applications;Master
3,0;1;0;1;2018;Sommersemester;332221011;Dynamic Methods and Applications;Master
3,3;3;2;5;2018;Sommersemester;332221011;Dynamic Methods and Applications;Master
3,7;0;0;0;2018;Sommersemester;332221011;Dynamic Methods and Applications;Master
4,0;0;2;2;2018;Sommersemester;332221011;Dynamic Methods and Applications;Master
5,0;4;8;12;2018;Sommersemester;332221011;Dynamic Methods and Applications;Master
1,0;3;;3;2018;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
1,3;2;;2;2018;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
1,7;0;;0;2018;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
2,0;0;;0;2018;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
2,3;0;;0;2018;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
2,7;0;;0;2018;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
3,0;0;;0;2018;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
3,3;0;;0;2018;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
3,7;0;;0;2018;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
4,0;0;;0;2018;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
5,0;0;;0;2018;Sommersemester;332225036;Econometrics II: Statistical Analysis;Master
1,0;5;1;6;2018;Sommersemester;332221008;Economics of Contracts and Information;Master
1,3;1;1;2;2018;Sommersemester;332221008;Economics of Contracts and Information;Master
1,7;4;1;5;2018;Sommersemester;332221008;Economics of Contracts and Information;Master
2,0;0;0;0;2018;Sommersemester;332221008;Economics of Contracts and Information;Master
2,3;0;0;0;2018;Sommersemester;332221008;Economics of Contracts and Information;Master
2,7;0;1;1;2018;Sommersemester;332221008;Economics of Contracts and Information;Master
3,0;0;0;0;2018;Sommersemester;332221008;Economics of Contracts and Information;Master
3,3;0;0;0;2018;Sommersemester;332221008;Economics of Contracts and Information;Master
3,7;0;0;0;2018;Sommersemester;332221008;Economics of Contracts and Information;Master
4,0;0;0;0;2018;Sommersemester;332221008;Economics of Contracts and Information;Master
5,0;3;5;8;2018;Sommersemester;332221008;Economics of Contracts and Information;Master
1,0;2;0;2;2018;Sommersemester;332224030;Empirical Banking and Finance;Master
1,3;2;1;3;2018;Sommersemester;332224030;Empirical Banking and Finance;Master
1,7;2;1;3;2018;Sommersemester;332224030;Empirical Banking and Finance;Master
2,0;5;0;5;2018;Sommersemester;332224030;Empirical Banking and Finance;Master
2,3;2;1;3;2018;Sommersemester;332224030;Empirical Banking and Finance;Master
2,7;1;0;1;2018;Sommersemester;332224030;Empirical Banking and Finance;Master
3,0;0;0;0;2018;Sommersemester;332224030;Empirical Banking and Finance;Master
3,3;1;1;2;2018;Sommersemester;332224030;Empirical Banking and Finance;Master
3,7;2;0;2;2018;Sommersemester;332224030;Empirical Banking and Finance;Master
4,0;0;1;1;2018;Sommersemester;332224030;Empirical Banking and Finance;Master
5,0;4;3;7;2018;Sommersemester;332224030;Empirical Banking and Finance;Master
1,0;0;0;0;2018;Sommersemester;332221003;Game Theory;Master
1,3;1;0;1;2018;Sommersemester;332221003;Game Theory;Master
1,7;1;1;2;2018;Sommersemester;332221003;Game Theory;Master
2,0;4;3;7;2018;Sommersemester;332221003;Game Theory;Master
2,3;6;1;7;2018;Sommersemester;332221003;Game Theory;Master
2,7;3;1;4;2018;Sommersemester;332221003;Game Theory;Master
3,0;4;0;4;2018;Sommersemester;332221003;Game Theory;Master
3,3;2;0;2;2018;Sommersemester;332221003;Game Theory;Master
3,7;1;0;1;2018;Sommersemester;332221003;Game Theory;Master
4,0;2;0;2;2018;Sommersemester;332221003;Game Theory;Master
5,0;1;2;3;2018;Sommersemester;332221003;Game Theory;Master
1,0;6;1;7;2018;Sommersemester;332223018;Institutional Economics;Master
1,3;7;2;9;2018;Sommersemester;332223018;Institutional Economics;Master
1,7;8;2;10;2018;Sommersemester;332223018;Institutional Economics;Master
2,0;2;1;3;2018;Sommersemester;332223018;Institutional Economics;Master
2,3;2;0;2;2018;Sommersemester;332223018;Institutional Economics;Master
2,7;3;1;4;2018;Sommersemester;332223018;Institutional Economics;Master
3,0;2;2;4;2018;Sommersemester;332223018;Institutional Economics;Master
3,3;4;2;6;2018;Sommersemester;332223018;Institutional Economics;Master
3,7;1;1;2;2018;Sommersemester;332223018;Institutional Economics;Master
4,0;3;0;3;2018;Sommersemester;332223018;Institutional Economics;Master
5,0;7;2;9;2018;Sommersemester;332223018;Institutional Economics;Master
1,0;2;0;2;2018;Sommersemester;332223027;Labor Economics;Master
1,3;1;0;1;2018;Sommersemester;332223027;Labor Economics;Master
1,7;0;1;1;2018;Sommersemester;332223027;Labor Economics;Master
2,0;1;2;3;2018;Sommersemester;332223027;Labor Economics;Master
2,3;1;4;5;2018;Sommersemester;332223027;Labor Economics;Master
2,7;0;1;1;2018;Sommersemester;332223027;Labor Economics;Master
3,0;3;4;7;2018;Sommersemester;332223027;Labor Economics;Master
3,3;1;2;3;2018;Sommersemester;332223027;Labor Economics;Master
3,7;0;2;2;2018;Sommersemester;332223027;Labor Economics;Master
4,0;1;1;2;2018;Sommersemester;332223027;Labor Economics;Master
5,0;8;10;18;2018;Sommersemester;332223027;Labor Economics;Master
1,0;0;0;0;2018;Sommersemester;332222018;Macroeconomics II;Master
1,3;4;2;6;2018;Sommersemester;332222018;Macroeconomics II;Master
1,7;0;0;0;2018;Sommersemester;332222018;Macroeconomics II;Master
2,0;1;2;3;2018;Sommersemester;332222018;Macroeconomics II;Master
2,3;5;1;6;2018;Sommersemester;332222018;Macroeconomics II;Master
2,7;1;0;1;2018;Sommersemester;332222018;Macroeconomics II;Master
3,0;0;0;0;2018;Sommersemester;332222018;Macroeconomics II;Master
3,3;0;0;0;2018;Sommersemester;332222018;Macroeconomics II;Master
3,7;2;0;2;2018;Sommersemester;332222018;Macroeconomics II;Master
4,0;0;0;0;2018;Sommersemester;332222018;Macroeconomics II;Master
5,0;5;0;5;2018;Sommersemester;332222018;Macroeconomics II;Master
1,0;8;;8;2018;Sommersemester;332225027;Microeconometrics;Master
1,3;7;;7;2018;Sommersemester;332225027;Microeconometrics;Master
1,7;1;;1;2018;Sommersemester;332225027;Microeconometrics;Master
2,0;3;;3;2018;Sommersemester;332225027;Microeconometrics;Master
2,3;2;;2;2018;Sommersemester;332225027;Microeconometrics;Master
2,7;1;;1;2018;Sommersemester;332225027;Microeconometrics;Master
3,0;1;;1;2018;Sommersemester;332225027;Microeconometrics;Master
3,3;2;;2;2018;Sommersemester;332225027;Microeconometrics;Master
3,7;0;;0;2018;Sommersemester;332225027;Microeconometrics;Master
4,0;0;;0;2018;Sommersemester;332225027;Microeconometrics;Master
5,0;2;;2;2018;Sommersemester;332225027;Microeconometrics;Master
1,0;;;6;2018;Sommersemester;332221010;Microeconomics II;Master
1,3;;;4;2018;Sommersemester;332221010;Microeconomics II;Master
1,7;;;4;2018;Sommersemester;332221010;Microeconomics II;Master
2,0;;;0;2018;Sommersemester;332221010;Microeconomics II;Master
2,3;;;3;2018;Sommersemester;332221010;Microeconomics II;Master
2,7;;;0;2018;Sommersemester;332221010;Microeconomics II;Master
3,0;;;3;2018;Sommersemester;332221010;Microeconomics II;Master
3,3;;;0;2018;Sommersemester;332221010;Microeconomics II;Master
3,7;;;0;2018;Sommersemester;332221010;Microeconomics II;Master
4,0;;;0;2018;Sommersemester;332221010;Microeconomics II;Master
5,0;;;3;2018;Sommersemester;332221010;Microeconomics II;Master
1,0;1;2;3;2018;Sommersemester;332222011;Monetary Economics;Master
1,3;1;1;2;2018;Sommersemester;332222011;Monetary Economics;Master
1,7;6;0;6;2018;Sommersemester;332222011;Monetary Economics;Master
2,0;1;0;1;2018;Sommersemester;332222011;Monetary Economics;Master
2,3;2;1;3;2018;Sommersemester;332222011;Monetary Economics;Master
2,7;0;0;0;2018;Sommersemester;332222011;Monetary Economics;Master
3,0;3;1;4;2018;Sommersemester;332222011;Monetary Economics;Master
3,3;0;0;0;2018;Sommersemester;332222011;Monetary Economics;Master
3,7;2;1;3;2018;Sommersemester;332222011;Monetary Economics;Master
4,0;0;1;1;2018;Sommersemester;332222011;Monetary Economics;Master
5,0;3;3;6;2018;Sommersemester;332222011;Monetary Economics;Master
1,0;;;2;2018;Sommersemester;332225032;Probability Theory;Master
1,3;;;4;2018;Sommersemester;332225032;Probability Theory;Master
1,7;;;2;2018;Sommersemester;332225032;Probability Theory;Master
2,0;;;3;2018;Sommersemester;332225032;Probability Theory;Master
2,3;;;1;2018;Sommersemester;332225032;Probability Theory;Master
2,7;;;1;2018;Sommersemester;332225032;Probability Theory;Master
3,0;;;1;2018;Sommersemester;332225032;Probability Theory;Master
3,3;;;1;2018;Sommersemester;332225032;Probability Theory;Master
3,7;;;0;2018;Sommersemester;332225032;Probability Theory;Master
4,0;;;1;2018;Sommersemester;332225032;Probability Theory;Master
5,0;;;3;2018;Sommersemester;332225032;Probability Theory;Master
1,0;3;2;5;2018;Sommersemester;332222019;Public Economics;Master
1,3;2;2;4;2018;Sommersemester;332222019;Public Economics;Master
1,7;4;1;5;2018;Sommersemester;332222019;Public Economics;Master
2,0;1;0;1;2018;Sommersemester;332222019;Public Economics;Master
2,3;2;1;3;2018;Sommersemester;332222019;Public Economics;Master
2,7;0;2;2;2018;Sommersemester;332222019;Public Economics;Master
3,0;1;0;1;2018;Sommersemester;332222019;Public Economics;Master
3,3;2;0;2;2018;Sommersemester;332222019;Public Economics;Master
3,7;1;1;2;2018;Sommersemester;332222019;Public Economics;Master
4,0;2;1;3;2018;Sommersemester;332222019;Public Economics;Master
5,0;8;1;9;2018;Sommersemester;332222019;Public Economics;Master
1,0;7;0;7;2018;Sommersemester;332225031;Time Series Econometrics;Master
1,3;2;1;3;2018;Sommersemester;332225031;Time Series Econometrics;Master
1,7;6;0;6;2018;Sommersemester;332225031;Time Series Econometrics;Master
2,0;3;1;4;2018;Sommersemester;332225031;Time Series Econometrics;Master
2,3;1;1;2;2018;Sommersemester;332225031;Time Series Econometrics;Master
2,7;4;1;5;2018;Sommersemester;332225031;Time Series Econometrics;Master
3,0;4;2;6;2018;Sommersemester;332225031;Time Series Econometrics;Master
3,3;0;0;0;2018;Sommersemester;332225031;Time Series Econometrics;Master
3,7;1;1;2;2018;Sommersemester;332225031;Time Series Econometrics;Master
4,0;1;0;1;2018;Sommersemester;332225031;Time Series Econometrics;Master
5,0;4;1;5;2018;Sommersemester;332225031;Time Series Econometrics;Master
1,0;2;1;3;2017;Sommersemester;333221025;Anreize und ökonomische Institutionen;Bachelor
1,3;3;0;3;2017;Sommersemester;333221025;Anreize und ökonomische Institutionen;Bachelor
1,7;2;2;4;2017;Sommersemester;333221025;Anreize und ökonomische Institutionen;Bachelor
2,0;0;0;0;2017;Sommersemester;333221025;Anreize und ökonomische Institutionen;Bachelor
2,3;0;1;1;2017;Sommersemester;333221025;Anreize und ökonomische Institutionen;Bachelor
2,7;0;1;1;2017;Sommersemester;333221025;Anreize und ökonomische Institutionen;Bachelor
3,0;0;1;1;2017;Sommersemester;333221025;Anreize und ökonomische Institutionen;Bachelor
3,3;1;0;1;2017;Sommersemester;333221025;Anreize und ökonomische Institutionen;Bachelor
3,7;0;0;0;2017;Sommersemester;333221025;Anreize und ökonomische Institutionen;Bachelor
4,0;0;0;0;2017;Sommersemester;333221025;Anreize und ökonomische Institutionen;Bachelor
5,0;3;2;5;2017;Sommersemester;333221025;Anreize und ökonomische Institutionen;Bachelor
1,0;2;1;3;2017;Sommersemester;333222002;Bankmanagement;Bachelor
